seq_position,SITE,Event,d18O,d2H,Setting.Type,dxs,ON,month,year
10,JL46,11,-17.1290914029671,-130.581944345301,Lake,6.4507868784357925,NA,7,2024
11,JL47,11,-17.1788516779256,-130.508489064738,Lake,6.922324358666799,NA,7,2024
13,JL48,11,-17.1932779044229,-130.603536824438,Lake,6.942686410945186,NA,7,2024
14,JL50,11,-17.1833310655135,-130.6374521867,Lake,6.829196337408007,NA,7,2024
15,JL51,11,-17.204417112782,-130.760795136432,Lake,6.874541765824006,NA,7,2024
20,JL52,11,-17.2127171929026,-130.33040236465,Lake,7.371335178570774,NA,7,2024
21,53,11,-17.3758684832553,-131.201428837116,Stream,7.805519028926398,NA,7,2024
22,JL53,11,-17.2282074484572,-130.615759804987,Lake,7.209899782670618,NA,7,2024
23,JL54,11,-17.1228246185265,-130.414398976987,Lake,6.568197971225004,NA,7,2024
24,JL55,11,-16.9844718533355,-130.061954817156,Lake,5.813820009528001,NA,7,2024
25,JL56,11,-17.2688186387036,-130.919673550561,Lake,7.230875559067812,NA,7,2024
27,JL57,11,-17.1566022003027,-130.529332534223,Lake,6.723485068198613,NA,7,2024
28,JL58,11,-17.1770280326321,-130.859836325507,Lake,6.556387935549822,NA,7,2024
29,JL59,11,-17.2608802590055,-130.987207856159,Lake,7.099834215885011,NA,7,2024
6,JL60,11,-17.2929061711995,-130.808424253049,Lake,7.534825116547012,NA,7,2024
7,1,11,-16.8960924315593,-129.841619363075,Lake.outlet,5.327120089399386,NA,7,2024
8,5,11,-18.2227058645685,-135.582876017038,Stream,10.19877089951001,NA,7,2024
9,10,11,-17.8945727969737,-134.420957440279,Stream,8.7356249355106,NA,7,2024
10,12,11,-18.2879638866317,-138.000870180321,Stream,8.30284091273262,NA,7,2024
11,14,11,-18.1953251920558,-138.001371741493,Stream,7.5612297949534195,NA,7,2024
13,15,11,-17.1106125090346,-130.829000659261,River,6.055899413015794,NA,7,2024
14,16,11,-18.1126371937839,-135.093847893287,Stream,9.807249656984197,NA,7,2024
15,17,11,-18.3396310252988,-135.575050534473,Stream,11.141997667917394,NA,7,2024
20,19,11,-18.3290702701243,-134.135377478286,Stream,12.497184682708422,NA,7,2024
21,20,11,-18.3241314273336,-134.075298872518,Stream,12.517752546150803,NA,7,2024
22,22,11,-19.0511287551599,-138.811122864241,Stream,13.597907177038195,NA,7,2024
23,27,11,-18.3142389503402,-133.867016709923,Stream,12.6468948927986,NA,7,2024
24,30,11,-18.274587092219,-136.742729796744,Stream,9.45396694100802,NA,7,2024
25,34,11,-18.4215584394725,-136.702017569242,Stream,10.670449946537985,NA,7,2024
27,38,11,-19.0375364968707,-139.022431896522,Stream,13.27786007844361,NA,7,2024
28,39,11,-18.9794123932612,-139.484301932206,Stream,12.350997213883602,NA,7,2024
29,40,11,-18.471790007802,-135.293780101985,Stream,12.480539960431003,NA,7,2024
6,1.7,7,-17.7661958047375,-133.50693213813,Stream,8.622634299769999,NA,7,2023
7,15.7,7,-17.6050819079119,-132.953706858018,Stream,7.886948405277195,NA,7,2023
8,34.700000000000003,7,-19.254024134694,-140.959195834759,Stream,13.072997242793008,NA,7,2023
9,JL3.7,7,-17.7548191499074,-133.836814611326,Lake,8.201738587933221,NA,7,2023
10,JL8.7,7,-17.72949874599,-133.66354597267,Lake,8.172443995250006,NA,7,2023
11,JL9,11,-17.2719708663018,-130.833193694541,Lake,7.342573235873402,NA,7,2024
13,AMK.Ranch,11,-18.3480166389262,-137.862878959679,AMK Tap,8.921254151730608,NA,7,2024
14,JL2,12,-17.0115767343215,-129.450309036349,Lake,6.642304838222998,NA,8,2024
15,JL3,12,-16.9416961848897,-129.308909792758,Lake,6.224659686359615,NA,8,2024
20,JL4,12,-17.0078324032257,-128.999352526445,Lake,7.063306699360595,NA,8,2024
21,JL5,12,-16.9443722540506,-129.132718870497,Lake,6.422259161907789,NA,8,2024
22,JL6,12,-17.0623899974557,-129.463556968845,Lake,7.035563010800587,NA,8,2024
23,JL7,12,-16.9453343506906,-129.067694811891,Lake,6.4949799936338195,NA,8,2024
24,JL8,12,-17.0613735534831,-129.537011530319,Lake,6.9539768975458,NA,8,2024
25,JL9,12,-17.0361706282664,-129.475963645872,Lake,6.813401380259194,NA,8,2024
27,JL10,12,-16.9989893827955,-129.409745713632,Lake,6.582169348732009,NA,8,2024
28,JL11,12,-17.0064933936342,-129.569962736441,Lake,6.481984412632613,NA,8,2024
29,JL12,12,-17.051643964249,-129.70668681552,Lake,6.7064648984720066,NA,8,2024
6,JL13,12,-17.0915845262581,-129.602719398975,Lake,7.129956811089784,NA,8,2024
7,JL14,12,-17.0107214619978,-129.245817317668,Lake,6.839954378314388,NA,8,2024
8,JL15,12,-16.9998195460379,-129.272946853554,Lake,6.725609514749209,NA,8,2024
9,JL16,12,-17.0393094077913,-129.472464081018,Lake,6.842011181312415,NA,8,2024
10,JL17,12,-17.0697070166798,-129.543385993863,Lake,7.0142701395753875,NA,8,2024
11,JL18,12,-17.0011344003305,-129.370155832373,Lake,6.638919370270997,NA,8,2024
13,JL20,12,-17.0387852700324,-129.443954396818,Lake,6.866327763441205,NA,8,2024
14,JL21,12,-16.9188181470966,-128.937037243187,Lake,6.413507933585805,NA,8,2024
15,JL26,12,-16.9782519040465,-129.381890807203,Lake,6.4441244251689795,NA,8,2024
20,JL27,12,-17.0344016492053,-129.032958135664,Lake,7.2422550579784115,NA,8,2024
21,JL28,12,-17.0254708318987,-129.283347178238,Lake,6.920419476951622,NA,8,2024
22,JL29,12,-17.0154723833354,-129.393430918509,Lake,6.730348148174187,NA,8,2024
23,JL30,12,-16.9352846619905,-129.176593634172,Lake,6.305683661751999,NA,8,2024
24,JL31,12,-17.0303545187173,-129.426568669792,Lake,6.81626747994639,NA,8,2024
25,JL32,12,-17.0080585583163,-129.451419423018,Lake,6.6130490435124045,NA,8,2024
27,JL33,12,-17.0397120015573,-129.620816779876,Lake,6.696879232582404,NA,8,2024
28,JL34,12,-17.0123792302135,-129.549056563324,Lake,6.549977278384006,NA,8,2024
29,JL35,12,-17.0851525873939,-129.687374111411,Lake,6.993846587740194,NA,8,2024
6,JL36,12,-17.0339090369454,-129.584376778817,Lake,6.686895516746205,NA,8,2024
7,JL37,12,-17.0777606528961,-129.43459583807,Lake,7.187489385098786,NA,8,2024
8,JL38,12,-17.10574631902,-129.465916786966,Lake,7.380053765193992,NA,8,2024
9,JL39,12,-17.0887035624643,-129.438739288595,Lake,7.270889211119396,NA,8,2024
10,JL40,12,-17.0825326636235,-129.587745229044,Lake,7.072516079943995,NA,8,2024
11,JL41,12,-17.061310820679,-129.469755018504,Lake,7.020731546928005,NA,8,2024
13,JL42,12,-17.0373323904316,-129.505819770479,Lake,6.7928393529738,NA,8,2024
14,JL44,12,-17.0585622705628,-129.544654044444,Lake,6.923844120058391,NA,8,2024
15,JL45,12,-17.1109918260645,-129.679178619204,Lake,7.208755989311982,NA,8,2024
20,JL46,12,-17.0211828520935,-129.025999179198,Lake,7.143463637549985,NA,8,2024
21,JL47,12,-16.9476032445694,-128.872567874433,Lake,6.7082580821221995,NA,8,2024
22,JL48,12,-16.9132279547205,-128.912418659816,Lake,6.393404977947995,NA,8,2024
23,JL50,12,-17.0976100780272,-129.601899222815,Lake,7.178981401402581,NA,8,2024
24,JL51,12,-17.0382473531407,-129.576693375543,Lake,6.729285449582619,NA,8,2024
25,JL52,12,-17.0621920126054,-129.659346195426,Lake,6.8381899054172095,NA,8,2024
27,JL53,12,-16.9565997001038,-129.498135434696,Lake,6.154662166134415,NA,8,2024
28,JL54,12,-16.8953024359839,-129.553769942614,Lake,5.608649545257208,NA,8,2024
29,JL55,12,-16.784652920531,-128.787940541845,Lake,5.489282822402998,NA,8,2024
6,JL56,12,-17.2108335759517,-129.720996799342,Lake,7.965671808271594,NA,8,2024
7,JL57,12,-17.1696078951193,-129.526578944115,Lake,7.830284216839402,NA,8,2024
8,JL58,12,-17.1401927555974,-129.496703884423,Lake,7.624838160356205,NA,8,2024
9,JL59,12,-17.1345497103389,-129.452015811436,Lake,7.624381871275176,NA,8,2024
10,JL60,12,-17.1224296281251,-129.621996832647,Lake,7.357440192353806,NA,8,2024
11,1,12,-17.113812542306,-129.745070565679,Lake.outlet,7.165429772769016,NA,8,2024
13,5,12,-18.5840064072954,-137.423214472661,Stream,11.248836785702224,NA,8,2024
14,7,12,-17.4147111130268,-133.057701331912,Stream,6.259987572302407,NA,8,2024
15,10,12,-17.8243874678591,-133.125561649727,Stream,9.469538093145815,NA,8,2024
20,12,12,-18.0461176506835,-134.507658988359,Stream,9.861282217108993,NA,8,2024
21,14,12,-18.2873949016256,-137.359632146747,Stream,8.939527066257796,NA,8,2024
22,15,12,-17.2777571304803,-130.764359825362,River,7.457697218480405,NA,8,2024
23,16,12,-18.3635660431789,-135.814909528523,Stream,11.09361881690819,NA,8,2024
24,17,12,-18.0754930980201,-133.504609916712,Stream,11.099334867448789,NA,8,2024
25,19,12,-18.3566665614668,-135.393394848881,Stream,11.45993764285339,NA,8,2024
27,20,12,-18.1325770932009,-133.168945980481,Stream,11.891670765126207,NA,8,2024
28,22,12,-18.4807053509737,-135.383927221191,Stream,12.461715586598615,NA,8,2024
29,27,12,-17.8316362906269,-131.62219258395,Stream,11.03089774106519,NA,8,2024
6,30,12,-18.0387368906632,-134.799875633665,Stream,9.510019491640577,30,8,2024
7,34,12,-18.4303099556926,-135.527939238955,Stream,11.914540406585786,34,8,2024
8,38,12,-18.2027785203935,-134.367828534881,Stream,11.25439962826701,38,8,2024
9,39,12,-18.4731722288249,-136.038289102733,Stream,11.747088727866213,39,8,2024
10,40,12,-17.4599610911431,-131.275819840342,Stream,8.403868888802805,40,8,2024
11,AMK.RANCH,12,-18.158165509393,-137.800394340452,AMK Tap,7.464929734692021,AMK.RANCH,8,2024
13,RG33.7,7,-19.3965188629426,-143.42331698168,Rock Glacier,11.748833921860808,WP33.7,7,2023
14,RG34.7,7,-18.7091232497821,-139.321326864812,Rock Glacier,10.351659133444798,WP34.7,7,2023
15,RG35.7,7,-19.3606322531695,-143.058431035921,Rock Glacier,11.826626989434999,WP35.7,7,2023
20,RG36.7,7,-19.4729789643844,-143.719237222505,Rock Glacier,12.064594492570194,WP36.7,7,2023
21,RG37.7,7,-19.0689680657394,-141.983764481376,Rock Glacier,10.567980044539212,WP37.7,7,2023
22,RG38.7,7,-19.2965432786425,-142.702930135911,Rock Glacier,11.669416093228989,WP38.7,7,2023
23,RG33.8,8,-18.4620988535072,-136.649048276278,Rock Glacier,11.047742551779606,WP33.8,8,2023
24,RG34.8,8,-17.6674694014322,-131.242358958983,Rock Glacier,10.097396252474596,WP34.8,8,2023
25,RG35.8,8,-18.5854044792633,-137.249416363007,Rock Glacier,11.433819471099412,WP35.8,8,2023
27,RG36.8,8,-17.7970717968973,-131.044380875673,Rock Glacier,11.332193499505394,WP36.8,8,2023
28,RG37.8,8,-18.1294607576359,-134.548523244964,Rock Glacier,10.487162816123202,WP37.8,8,2023
29,RG38.8,8,-18.4078742200511,-135.437458502866,Rock Glacier,11.825535257542782,WP38.8,8,2023
6,RG33.9,9,-17.0165801495268,-123.875849160629,Rock Glacier,12.256792035585391,WP33.9,9,2023
7,RG34.9,9,-16.1235365671027,-118.31701016037,Rock Glacier,10.6712823764516,WP34.9,9,2023
8,RG35.9,9,-18.2319188153508,-130.731688935138,Rock Glacier,15.12366158766838,WP35.9,9,2023
9,RG36.9,9,-17.3275289086483,-124.90186312855,Rock Glacier,13.7183681406364,WP36.9,9,2023
10,RG37.9,9,-16.7108711212169,-119.303823112162,Rock Glacier,14.383145857573211,WP37.9,9,2023
11,RG38.9,9,-17.7838650054408,-128.722008252394,Rock Glacier,13.548911791132383,WP38.9,9,2023
13,RG33.10,10,-19.4435142249042,-141.546185902557,Rock Glacier,14.001927896676591,WP33.10,6,2024
14,RG34.10,10,-19.1560446155568,-139.597409743689,Rock Glacier,13.6509471807654,WP34.10,6,2024
15,RG35.10,10,-19.2560525748319,-139.54874248759,Rock Glacier,14.499678111065208,WP35.10,6,2024
20,RG36.10,10,-19.0087050767694,-137.885469003791,Rock Glacier,14.184171610364189,WP36.10,6,2024
21,RG37.10,10,-18.8077476282786,-137.377787242966,Rock Glacier,13.084193783262805,WP37.10,6,2024
22,RG38.10,10,-19.2047355936238,-138.994908992974,Rock Glacier,14.642975756016398,WP38.10,6,2024
23,RG33.11,11,-18.8464357517473,-136.610578653716,Rock Glacier,14.1609073602624,WP33.11,7,2024
24,RG34.11,11,-18.0166460454232,-132.177689913705,Rock Glacier,11.955478449680612,WP34.11,7,2024
25,RG35.11,11,-19.1583057570572,-138.974384617508,Rock Glacier,14.292061438949588,WP35.11,7,2024
27,RG36.11,11,-19.0514495902572,-139.154174217369,Rock Glacier,13.257422504688606,WP36.11,7,2024
28,RG37.11,11,-17.7164353611328,-129.335258903115,Rock Glacier,12.396223985947387,WP37.11,7,2024
29,RG38.11,11,-19.1189058805351,-137.86401925445,Rock Glacier,15.087227789830791,WP38.11,7,2024
6,RG45.11,11,-19.0272211142614,-139.463530358882,Rock Glacier,12.754238555209213,WP45.11,7,2024
7,RG42.11,11,-18.0363749985708,-135.594907083218,Rock Glacier,8.696092905348394,WP42.11,7,2024
8,RG43.11,11,-18.557588761493,-136.708817012003,Rock Glacier,11.751893079940999,WP43.11,7,2024
9,RG44.11,11,-18.4301747789318,-136.83090951992,Rock Glacier,10.610488711534401,WP44.11,7,2024
10,RG33.12,12,-16.9689997015811,-123.274852042925,Rock Glacier,12.477145569723803,WP33.12,8,2024
11,RG34.12,12,-16.6248273631935,-124.228765938665,Rock Glacier,8.769852966882993,WP34.12,8,2024
13,RG35.12,12,-18.3153902919661,-134.450166915282,Rock Glacier,12.072955420446789,WP35.12,8,2024
14,RG36.12,12,-17.2393442237863,-126.408742730663,Rock Glacier,11.506011059627411,WP36.12,8,2024
15,RG37.12,12,-17.1492285408953,-126.370165936657,Rock Glacier,10.823662390505405,WP37.12,8,2024
20,RG38.12,12,-17.7900781837503,-130.352939694347,Rock Glacier,11.967685775655411,WP38.12,8,2024
21,RG40.12,12,-15.2250987710601,-109.935244267292,Rock Glacier,11.865545901188796,WP40.12,8,2024
22,RG41.12,12,-15.432232069427,-112.46983054252,Rock Glacier,10.988026012896,WP41.12,8,2024
23,RG42.12,12,-16.3394299559779,-126.232172055704,Rock Glacier,4.483267592119191,WP42.12,8,2024
24,RG43.12,12,-17.2696602127929,-128.968066842359,Rock Glacier,9.18921485998419,WP43.12,8,2024
25,RG44.12,12,-16.8991114316743,-125.522664062666,Rock Glacier,9.6702273907284,WP44.12,8,2024
27,RG46.12,12,-16.1768810554347,-116.925609154226,Rock Glacier,12.489439289251592,WP46.12,8,2024
28,RG47.12,12,-17.3075514429024,-129.736122930193,Rock Glacier,8.724288613026204,WP47.12,8,2024
29,RG48.12,12,-17.2177853996512,-125.435854291855,Rock Glacier,12.306428905354593,WP48.12,8,2024
6,RG49.12,12,-16.9516994548009,-123.395115709037,Rock Glacier,12.21847992937019,WP49.12,8,2024
7,RG50.12,12,-18.2429115341454,-133.444068019225,Rock Glacier,12.499224253938195,WP50.12,8,2024
8,RG51.12,12,-18.0732233497799,-132.791237177154,Rock Glacier,11.794549621085224,WP51.12,8,2024
9,RG52.12,12,-18.0925542638601,-133.765971135518,Rock Glacier,10.974462975362826,WP52.12,8,2024
10,RG53.12,12,-18.0157195027763,-131.909517396708,Rock Glacier,12.216238625502399,WP53.12,8,2024
11,RG45.SP.11,11,-18.2752171067707,-137.902855660962,Snow Pack,8.298881193203613,WP45.SP.11,7,2024
13,SPOT,NA,-19.4526811123968,-146.906446913211,Snow Pack,8.715001985963397,SPOT,NA,NA
14,SPOM,NA,-21.0271964707688,-154.53765058943,Snow Pack,13.679921176720399,SPOM,NA,NA
15,SPOB,NA,-19.6221820179951,-143.846442188835,Snow Pack,13.131013955125809,SPOB,NA,NA
20,SPCT,NA,-18.7075702884111,-142.877133090548,Snow Pack,6.783429216740814,SPCT,NA,NA
21,SPCM,NA,-23.4476548886724,-178.044894536866,Snow Pack,9.536344572513201,SPCM,NA,NA
22,SPCB,NA,-20.3886969001033,-150.770464952219,Snow Pack,12.339110248607426,SPCB,NA,NA
23,RG33.13,13,-17.388118696302,-129.064907633855,Rock Glacier,10.04004193656101,WP33.13,9,2024
24,RG34.13,13,-16.7803303174614,-125.280210918211,Rock Glacier,8.962431621480192,WP34.13,9,2024
25,RG35.13,13,-17.686656192748,-129.567054194744,Rock Glacier,11.926195347239997,WP35.13,9,2024
27,RG36.13,13,-16.8236086841728,-123.115650602867,Rock Glacier,11.473218870515396,WP36.13,9,2024
28,RG37.13,13,-17.4976392276742,-128.747569374395,Rock Glacier,11.233544446998593,WP37.13,9,2024
29,RG38.13,13,-17.5689821609203,-128.199672853006,Rock Glacier,12.352184434356388,WP38.13,9,2024
6,WPRG40.13,13,-14.6176820071425,-103.747871004447,Lake,13.193585052692995,WP40.13,9,2024
7,RG42.13,13,-15.3678242577514,-119.018094679341,Rock Glacier,3.9244993826701915,WP42.13,9,2024
8,RG43.13,13,-16.8689932177466,-126.590844556236,Rock Glacier,8.3611011857368,WP43.13,9,2024
9,RG44.13,13,-16.656093148947,-120.949046355402,Rock Glacier,12.299698836174002,WP44.13,9,2024
10,RG46.13,13,-16.0055116436637,-115.98436278668,Rock Glacier,12.059730362629594,WP46.13,9,2024
11,RG47.13,13,-16.6592138027268,-125.598112116861,Rock Glacier,7.675598304953397,WP47.13,9,2024
13,RG48.13,13,-17.3728621539742,-129.503467471754,Rock Glacier,9.479429760039608,WP48.13,9,2024
14,RG49.13,13,-17.3577812733174,-129.117663794967,Rock Glacier,9.744586391572199,WP49.13,9,2024
15,RG50.13,13,-17.5486419926409,-128.707947881196,Rock Glacier,11.681188059931202,WP50.13,9,2024
20,RG51.13,13,-17.2657102630896,-126.33164631913,Rock Glacier,11.794035785586786,WP51.13,9,2024
21,RG52.13,13,-17.1811867021916,NA,Rock Glacier,NA,WP52.13,9,2024
21,WPRG52.13,13,NA,-126.083172088811,Lake,NA,WP52.13,9,2024
22,RG53.13,13,-17.4543704418232,-127.884432636881,Rock Glacier,11.750530897704607,WP53.13,9,2024
23,RG70.13,13,-16.7336070791806,-125.613664615082,Rock Glacier,8.255192018362806,WP70.13,9,2024
24,RG71.13,13,-16.6109229606,-121.820428999984,Rock Glacier,11.066954684815997,WP71.13,9,2024
25,RG72.13,13,-16.7885031921247,-126.902926910641,Rock Glacier,7.4050986263566045,WP72.13,9,2024
27,RG73.13,13,-17.1130252441514,-125.485125300326,Rock Glacier,11.41907665288521,WP73.13,9,2024
28,RG74.13,13,-16.8620722158013,-122.351951644069,Rock Glacier,12.54462608234141,WP74.13,9,2024
29,RG75.13,13,-16.6540929477678,-120.666666772912,Rock Glacier,12.56607680923041,WP75.13,9,2024
NA,1,1,-17.7618783333333,-133.6969528,Lake.outlet,8.39807386666669,NA,5,2022
NA,2,1,-17.2039491666667,-130.981354133333,Bay,6.65023920000002,NA,5,2022
NA,3,1,-18.8933383333333,-138.786024833333,Stream,12.3606818333333,NA,5,2022
NA,10,1,-18.581305,-137.6258756,Stream,11.0245644,NA,5,2022
NA,12,1,-18.8183825,-138.679006166667,Stream,11.8680538333333,NA,5,2022
NA,14,1,-18.8383933333333,-139.543850766667,Stream,11.1632959,NA,5,2022
NA,15,1,-17.844635,-134.118673233333,River,8.63840676666663,NA,5,2022
NA,29,1,-17.3881166666667,-130.803101166667,Stream,8.30183216666669,NA,5,2022
NA,30,1,-18.5443358333333,-136.379108133333,Stream,11.9755785333333,NA,5,2022
NA,33,1,-18.5450141666667,-137.112520433333,Stream,11.2475929,NA,5,2022
NA,1,2,-17.0757945666667,-131.431335333333,Lake.outlet,5.17502120000003,NA,6,2022
NA,2,2,-17.7953955,-131.849682333333,Bay,10.5134816666667,NA,6,2022
NA,3,2,-18.9287328333333,-139.473904833333,Stream,11.9559578333333,NA,6,2022
NA,8,2,-15.5816326666667,-124.045254,Bay,0.607807333333355,NA,6,2022
NA,9,2,-17.6271017333333,-132.321585833333,Bay,8.69522803333334,NA,6,2022
NA,10,2,-18.9618454,-139.525777166667,Stream,12.1689860333333,NA,6,2022
NA,12,2,-18.1756779666667,-137.744939333333,Stream,7.66048439999997,NA,6,2022
NA,14,2,-18.2091319,-137.427642333333,Stream,8.24541286666667,NA,6,2022
NA,15,2,-18.8536321666667,-137.998238,River,12.8308193333334,NA,6,2022
NA,29,2,-19.1717859,-138.89152,Stream,14.4827672,NA,6,2022
NA,30,2,-18.8857206333333,-139.020527166667,Stream,12.0652379,NA,6,2022
NA,31,2,-17.5571215666667,-132.6759345,Stream,7.78103803333332,NA,6,2022
NA,33,2,-18.1050150666667,-137.239015666667,Stream,7.60110486666667,NA,6,2022
NA,34,2,-18.7689732333333,-139.7090145,Stream,10.4427713666666,NA,6,2022
NA,35,2,-18.8642145333333,-141.345350833333,Stream,9.56836543333336,NA,6,2022
NA,36,2,-18.7600977,-141.152682166667,Stream,8.9280994333333,NA,6,2022
NA,1,3,-17.0416579,-130.912612,Lake.outlet,5.42065120000001,NA,6,2022
NA,2,3,-17.2668114666667,-132.556604093333,Bay,5.57788764,NA,6,2022
NA,3,3,-18.5581621333333,-139.183369533333,Stream,9.28192753333335,NA,6,2022
NA,8,3,-15.9884770666667,-126.711208973333,Bay,1.19660756000002,NA,6,2022
NA,9,3,-17.1304832,-132.42917668,Bay,4.61468892000005,NA,6,2022
NA,10,3,-18.4790369333333,-138.684728786667,Stream,9.14756668000004,NA,6,2022
NA,12,3,-18.2875608,-138.34381996,Stream,7.95666644000005,NA,6,2022
NA,14,3,-18.1933641333333,-137.835527666667,Stream,7.71138539999998,NA,6,2022
NA,15,3,-17.6028366666667,-134.346729773333,River,6.47596356,NA,6,2022
NA,31,3,-16.9955250666667,-131.06648628,Stream,4.89771425333333,NA,6,2022
NA,33,3,-18.0111364,-136.47533452,Stream,7.61375668000005,NA,6,2022
NA,35,3,-19.3322874666667,-141.994871826667,Stream,12.6634279066667,NA,6,2022
NA,36,3,-19.1288226666667,-141.277012733333,Stream,11.7535686,NA,6,2022
NA,1,4,-17.359638,-130.854624706667,Lake.outlet,8.02247929333336,NA,7,2022
NA,2,4,-17.1524053333333,-130.178274013333,Bay,7.04096865333335,NA,7,2022
NA,3,4,-18.0923168,-133.038573986667,Stream,11.6999604133333,NA,7,2022
NA,8,4,-15.7254114666667,-123.750748893333,Bay,2.05254284,NA,7,2022
NA,9,4,-17.0869814666667,-129.1832198,Bay,7.51263193333335,NA,7,2022
NA,10,4,-18.1788016666667,-136.701461793333,Stream,8.72895153999997,NA,7,2022
NA,12,4,-18.5305416666667,-139.496456743333,Stream,8.74787658999998,NA,7,2022
NA,14,4,-18.4391983333333,-139.992008893333,Stream,7.52157777333335,NA,7,2022
NA,15,4,-17.5775716666667,-132.909300743333,River,7.71127258999997,NA,7,2022
NA,16,4,-18.3880733333333,-136.816299226667,Stream,10.28828744,NA,7,2022
NA,29,4,-17.5226975,-132.915362543333,Stream,7.26621745666662,NA,7,2022
NA,30,4,-18.9841908333333,-140.176557026667,Stream,11.69696964,NA,7,2022
NA,31,4,-17.341715,-132.073782643333,Stream,6.65993735666666,NA,7,2022
NA,33,4,-17.7275383333333,-134.35083046,Stream,7.46947620666668,NA,7,2022
NA,34,4,-19.0049816666667,-138.284096743333,Stream,13.75575659,NA,7,2022
NA,35,4,-19.29469,-141.96445126,Stream,12.39306874,NA,7,2022
NA,36,4,-18.7735558333333,-138.05307481,Stream,12.1353718566666,NA,7,2022
NA,1,5,-17.2207191666667,-131.429379626667,Lake.outlet,6.33637370666665,NA,7,2022
NA,2,5,-17.0584825,-129.75952211,Bay,6.70833789,NA,7,2022
NA,3,5,-17.9473758333333,-134.710834026667,Stream,8.86817263999998,NA,7,2022
NA,8,5,-13.7984116666667,-116.517856776667,Bay,-6.13056344333333,NA,7,2022
NA,9,5,-16.5209883333333,-127.39861939333299,Bay,4.76928727333332,NA,7,2022
NA,10,5,-18.6922562333333,-137.165244266667,Stream,12.3728056,NA,7,2022
NA,12,5,-18.847621,-139.485274133333,Stream,11.2956938666667,NA,7,2022
NA,14,5,-18.2910955666667,-138.609237866667,Stream,7.71952666666664,NA,7,2022
NA,15,5,-17.4585172,-131.822400533333,River,7.84573706666666,NA,7,2022
NA,16,5,-18.5674884666667,-136.3893168,Stream,12.1505909333333,NA,7,2022
NA,17,5,-18.7017753,-136.0455088,Stream,13.5686936,NA,7,2022
NA,19,5,-18.4787571666667,-135.944725866667,Stream,11.8853314666667,NA,7,2022
NA,20,5,-18.3499098,-134.1869232,Stream,12.6123552,NA,7,2022
NA,29,5,-17.5683264333333,-132.2120496,Stream,8.33456186666663,NA,7,2022
NA,30,5,-18.8568001,-139.298876266667,Stream,11.5555245333333,NA,7,2022
NA,31,5,-17.2762950666667,-131.3707312,Stream,6.83962933333331,NA,7,2022
NA,34,5,-18.9370322333333,-137.9162288,Stream,13.5800290666666,NA,7,2022
NA,36,5,-19.0145446333333,-140.589167466667,Stream,11.5271896,NA,7,2022
NA,37,5,-17.1664858333333,-130.8894,Stream,6.44248666666664,NA,7,2022
NA,1,6,-17.182487,-129.0967375,Lake.outlet,8.36315850000003,NA,8,2022
NA,2,6,-16.9193468,-127.977925,Bay,7.37684940000001,NA,8,2022
NA,3,6,-18.1006211333333,-133.858525,Stream,10.9464440666667,NA,8,2022
NA,9,6,-17.0440275333333,-128.5013875,Bay,7.85083276666668,NA,8,2022
NA,10,6,-17.7490954,-131.8831375,Stream,10.1096257,NA,8,2022
NA,12,6,-18.0008093333333,-132.963475,Stream,11.0429996666667,NA,8,2022
NA,14,6,-18.1517032666667,-135.775525,Stream,9.43810113333333,NA,8,2022
NA,15,6,-17.0984703333333,-130.0093375,River,6.77842516666667,NA,8,2022
NA,16,6,-18.4481140666667,-136.3563625,Stream,11.2285500333333,NA,8,2022
NA,29,6,-16.9519452666667,-128.2793125,Stream,7.33624963333335,NA,8,2022
NA,30,6,-17.6213900666667,-128.6212,Stream,12.3499205333334,NA,8,2022
NA,31,6,-16.9048959333333,-128.1713125,Stream,7.06785496666669,NA,8,2022
NA,34,6,-18.3442694666667,-134.143375,Stream,12.6107807333333,NA,8,2022
NA,36,6,-18.2770561333333,-132.63475,Stream,13.5816990666666,NA,8,2022
